L_mm,df_frac,df_kHz,f_actual_kHz,spacing_error_um,contrast_mid_dB,p_sq_mid
15.0000,-0.010942,-8.2064,741.7936,11.0629,18.4761,0.25000579
15.0000,-0.010862,-8.1463,741.8537,10.9810,18.4761,0.24708195
15.0000,-0.010782,-8.0862,741.9138,10.8991,18.4761,0.24417771
15.0000,-0.010701,-8.0261,741.9739,10.8172,18.4761,0.24129311
15.0000,-0.010621,-7.9659,742.0341,10.7353,18.4761,0.23842817
15.0000,-0.010541,-7.9058,742.0942,10.6534,18.4761,0.23558296
15.0000,-0.010461,-7.8457,742.1543,10.5715,18.4761,0.23275751
15.0000,-0.010381,-7.7856,742.2144,10.4897,18.4761,0.22995185
15.0000,-0.010301,-7.7255,742.2745,10.4078,18.4761,0.22716603
15.0000,-0.010220,-7.6653,742.3347,10.3260,18.4761,0.22440009
15.0000,-0.010140,-7.6052,742.3948,10.2442,18.4761,0.22165407
15.0000,-0.010060,-7.5451,742.4549,10.1624,18.4761,0.21892800
15.0000,-0.009980,-7.4850,742.5150,10.0806,18.4761,0.21622193
15.0000,-0.009900,-7.4248,742.5752,9.9988,18.4761,0.21353589
15.0000,-0.009820,-7.3647,742.6353,9.9170,18.4761,0.21086993
15.0000,-0.009739,-7.3046,742.6954,9.8353,18.4761,0.20822407
15.0000,-0.009659,-7.2445,742.7555,9.7535,18.4761,0.20559837
15.0000,-0.009579,-7.1844,742.8156,9.6718,18.4761,0.20299285
15.0000,-0.009499,-7.1242,742.8758,9.5901,18.4761,0.20040755
15.0000,-0.009419,-7.0641,742.9359,9.5084,18.4761,0.19784251
15.0000,-0.009339,-7.0040,742.9960,9.4267,18.4761,0.19529777
15.0000,-0.009259,-6.9439,743.0561,9.3450,18.4761,0.19277336
15.0000,-0.009178,-6.8838,743.1162,9.2634,18.4761,0.19026932
15.0000,-0.009098,-6.8236,743.1764,9.1817,18.4761,0.18778569
15.0000,-0.009018,-6.7635,743.2365,9.1001,18.4761,0.18532249
15.0000,-0.008938,-6.7034,743.2966,9.0185,18.4761,0.18287977
15.0000,-0.008858,-6.6433,743.3567,8.9369,18.4761,0.18045756
15.0000,-0.008778,-6.5832,743.4168,8.8553,18.4761,0.17805590
15.0000,-0.008697,-6.5230,743.4770,8.7737,18.4761,0.17567481
15.0000,-0.008617,-6.4629,743.5371,8.6921,18.4761,0.17331434
15.0000,-0.008537,-6.4028,743.5972,8.6106,18.4761,0.17097451
15.0000,-0.008457,-6.3427,743.6573,8.5290,18.4761,0.16865536
15.0000,-0.008377,-6.2826,743.7174,8.4475,18.4761,0.16635693
15.0000,-0.008297,-6.2224,743.7776,8.3660,18.4761,0.16407924
15.0000,-0.008216,-6.1623,743.8377,8.2845,18.4761,0.16182233
15.0000,-0.008136,-6.1022,743.8978,8.2030,18.4761,0.15958623
15.0000,-0.008056,-6.0421,743.9579,8.1215,18.4761,0.15737097
15.0000,-0.007976,-5.9820,744.0180,8.0401,18.4761,0.15517659
15.0000,-0.007896,-5.9218,744.0782,7.9586,18.4761,0.15300311
15.0000,-0.007816,-5.8617,744.1383,7.8772,18.4761,0.15085057
15.0000,-0.007735,-5.8016,744.1984,7.7958,18.4761,0.14871900
15.0000,-0.007655,-5.7415,744.2585,7.7144,18.4761,0.14660842
15.0000,-0.007575,-5.6814,744.3186,7.6330,18.4761,0.14451887
15.0000,-0.007495,-5.6212,744.3788,7.5516,18.4760,0.14245038
15.0000,-0.007415,-5.5611,744.4389,7.4702,18.4760,0.14040297
15.0000,-0.007335,-5.5010,744.4990,7.3889,18.4760,0.13837668
15.0000,-0.007255,-5.4409,744.5591,7.3075,18.4760,0.13637154
15.0000,-0.007174,-5.3808,744.6192,7.2262,18.4760,0.13438757
15.0000,-0.007094,-5.3206,744.6794,7.1449,18.4760,0.13242480
15.0000,-0.007014,-5.2605,744.7395,7.0636,18.4760,0.13048326
15.0000,-0.006934,-5.2004,744.7996,6.9823,18.4760,0.12856298
15.0000,-0.006854,-5.1403,744.8597,6.9010,18.4760,0.12666399
15.0000,-0.006774,-5.0802,744.9198,6.8197,18.4760,0.12478630
15.0000,-0.006693,-5.0200,744.9800,6.7385,18.4760,0.12292996
15.0000,-0.006613,-4.9599,745.0401,6.6573,18.4760,0.12109498
15.0000,-0.006533,-4.8998,745.1002,6.5760,18.4760,0.11928139
15.0000,-0.006453,-4.8397,745.1603,6.4948,18.4760,0.11748922
15.0000,-0.006373,-4.7796,745.2204,6.4136,18.4760,0.11571850
15.0000,-0.006293,-4.7194,745.2806,6.3324,18.4760,0.11396924
15.0000,-0.006212,-4.6593,745.3407,6.2513,18.4760,0.11224147
15.0000,-0.006132,-4.5992,745.4008,6.1701,18.4760,0.11053523
15.0000,-0.006052,-4.5391,745.4609,6.0890,18.4760,0.10885052
15.0000,-0.005972,-4.4790,745.5210,6.0078,18.4760,0.10718739
15.0000,-0.005892,-4.4188,745.5812,5.9267,18.4760,0.10554584
15.0000,-0.005812,-4.3587,745.6413,5.8456,18.4760,0.10392591
15.0000,-0.005731,-4.2986,745.7014,5.7645,18.4760,0.10232761
15.0000,-0.005651,-4.2385,745.7615,5.6834,18.4760,0.10075097
15.0000,-0.005571,-4.1784,745.8216,5.6024,18.4760,0.09919602
15.0000,-0.005491,-4.1182,745.8818,5.5213,18.4760,0.09766277
15.0000,-0.005411,-4.0581,745.9419,5.4403,18.4760,0.09615124
15.0000,-0.005331,-3.9980,746.0020,5.3592,18.4760,0.09466146
15.0000,-0.005251,-3.9379,746.0621,5.2782,18.4760,0.09319346
15.0000,-0.005170,-3.8778,746.1222,5.1972,18.4760,0.09174724
15.0000,-0.005090,-3.8176,746.1824,5.1162,18.4760,0.09032283
15.0000,-0.005010,-3.7575,746.2425,5.0352,18.4760,0.08892025
15.0000,-0.004930,-3.6974,746.3026,4.9543,18.4760,0.08753953
15.0000,-0.004850,-3.6373,746.3627,4.8733,18.4760,0.08618067
15.0000,-0.004770,-3.5772,746.4228,4.7924,18.4760,0.08484371
15.0000,-0.004689,-3.5170,746.4830,4.7115,18.4760,0.08352865
15.0000,-0.004609,-3.4569,746.5431,4.6306,18.4760,0.08223552
15.0000,-0.004529,-3.3968,746.6032,4.5497,18.4760,0.08096434
15.0000,-0.004449,-3.3367,746.6633,4.4688,18.4760,0.07971512
15.0000,-0.004369,-3.2766,746.7234,4.3879,18.4760,0.07848789
15.0000,-0.004289,-3.2164,746.7836,4.3070,18.4760,0.07728265
15.0000,-0.004208,-3.1563,746.8437,4.2262,18.4760,0.07609943
15.0000,-0.004128,-3.0962,746.9038,4.1454,18.4760,0.07493825
15.0000,-0.004048,-3.0361,746.9639,4.0645,18.4760,0.07379911
15.0000,-0.003968,-2.9760,747.0240,3.9837,18.4760,0.07268205
15.0000,-0.003888,-2.9158,747.0842,3.9029,18.4760,0.07158706
15.0000,-0.003808,-2.8557,747.1443,3.8222,18.4760,0.07051417
15.0000,-0.003727,-2.7956,747.2044,3.7414,18.4760,0.06946340
15.0000,-0.003647,-2.7355,747.2645,3.6606,18.4760,0.06843476
15.0000,-0.003567,-2.6754,747.3246,3.5799,18.4760,0.06742826
15.0000,-0.003487,-2.6152,747.3848,3.4992,18.4760,0.06644391
15.0000,-0.003407,-2.5551,747.4449,3.4185,18.4760,0.06548174
15.0000,-0.003327,-2.4950,747.5050,3.3378,18.4760,0.06454175
15.0000,-0.003246,-2.4349,747.5651,3.2571,18.4760,0.06362397
15.0000,-0.003166,-2.3747,747.6253,3.1764,18.4760,0.06272839
15.0000,-0.003086,-2.3146,747.6854,3.0957,18.4760,0.06185504
15.0000,-0.003006,-2.2545,747.7455,3.0151,18.4760,0.06100393
15.0000,-0.002926,-2.1944,747.8056,2.9344,18.4760,0.06017506
15.0000,-0.002846,-2.1343,747.8657,2.8538,18.4760,0.05936846
15.0000,-0.002766,-2.0741,747.9259,2.7732,18.4760,0.05858413
15.0000,-0.002685,-2.0140,747.9860,2.6926,18.4760,0.05782208
15.0000,-0.002605,-1.9539,748.0461,2.6120,18.4760,0.05708233
15.0000,-0.002525,-1.8938,748.1062,2.5314,18.4760,0.05636489
15.0000,-0.002445,-1.8337,748.1663,2.4509,18.4760,0.05566976
15.0000,-0.002365,-1.7735,748.2265,2.3703,18.4760,0.05499695
15.0000,-0.002285,-1.7134,748.2866,2.2898,18.4760,0.05434648
15.0000,-0.002204,-1.6533,748.3467,2.2093,18.4760,0.05371836
15.0000,-0.002124,-1.5932,748.4068,2.1288,18.4760,0.05311258
15.0000,-0.002044,-1.5331,748.4669,2.0483,18.4760,0.05252917
15.0000,-0.001964,-1.4729,748.5271,1.9678,18.4760,0.05196813
15.0000,-0.001884,-1.4128,748.5872,1.8873,18.4760,0.05142947
15.0000,-0.001804,-1.3527,748.6473,1.8069,18.4760,0.05091320
15.0000,-0.001723,-1.2926,748.7074,1.7264,18.4760,0.05041931
15.0000,-0.001643,-1.2325,748.7675,1.6460,18.4760,0.04994783
15.0000,-0.001563,-1.1723,748.8277,1.5656,18.4760,0.04949876
15.0000,-0.001483,-1.1122,748.8878,1.4852,18.4760,0.04907210
15.0000,-0.001403,-1.0521,748.9479,1.4048,18.4760,0.04866786
15.0000,-0.001323,-0.9920,749.0080,1.3244,18.4760,0.04828604
15.0000,-0.001242,-0.9319,749.0681,1.2440,18.4760,0.04792666
15.0000,-0.001162,-0.8717,749.1283,1.1637,18.4760,0.04758971
15.0000,-0.001082,-0.8116,749.1884,1.0833,18.4760,0.04727520
15.0000,-0.001002,-0.7515,749.2485,1.0030,18.4760,0.04698314
15.0000,-0.000922,-0.6914,749.3086,0.9227,18.4760,0.04671352
15.0000,-0.000842,-0.6313,749.3687,0.8424,18.4759,0.04646636
15.0000,-0.000762,-0.5711,749.4289,0.7621,18.4759,0.04624166
15.0000,-0.000681,-0.5110,749.4890,0.6818,18.4759,0.04603942
15.0000,-0.000601,-0.4509,749.5491,0.6016,18.4759,0.04585964
15.0000,-0.000521,-0.3908,749.6092,0.5213,18.4759,0.04570232
15.0000,-0.000441,-0.3307,749.6693,0.4411,18.4759,0.04556748
15.0000,-0.000361,-0.2705,749.7295,0.3609,18.4759,0.04545510
15.0000,-0.000281,-0.2104,749.7896,0.2806,18.4759,0.04536520
15.0000,-0.000200,-0.1503,749.8497,0.2004,18.4759,0.04529777
15.0000,-0.000120,-0.0902,749.9098,0.1203,18.4759,0.04525281
15.0000,-0.000040,-0.0301,749.9699,0.0401,18.4759,0.04523032
15.0000,0.000040,0.0301,750.0301,-0.0401,18.4759,0.04523031
15.0000,0.000120,0.0902,750.0902,-0.1202,18.4759,0.04525278
15.0000,0.000200,0.1503,750.1503,-0.2004,18.4759,0.04529772
15.0000,0.000281,0.2104,750.2104,-0.2805,18.4759,0.04536513
15.0000,0.000361,0.2705,750.2705,-0.3606,18.4759,0.04545501
15.0000,0.000441,0.3307,750.3307,-0.4407,18.4759,0.04556737
15.0000,0.000521,0.3908,750.3908,-0.5208,18.4759,0.04570220
15.0000,0.000601,0.4509,750.4509,-0.6008,18.4759,0.04585949
15.0000,0.000681,0.5110,750.5110,-0.6809,18.4759,0.04603925
15.0000,0.000762,0.5711,750.5711,-0.7609,18.4759,0.04624148
15.0000,0.000842,0.6313,750.6313,-0.8410,18.4759,0.04646616
15.0000,0.000922,0.6914,750.6914,-0.9210,18.4759,0.04671330
15.0000,0.001002,0.7515,750.7515,-1.0010,18.4759,0.04698289
15.0000,0.001082,0.8116,750.8116,-1.0810,18.4759,0.04727494
15.0000,0.001162,0.8717,750.8717,-1.1610,18.4759,0.04758943
15.0000,0.001242,0.9319,750.9319,-1.2409,18.4759,0.04792636
15.0000,0.001323,0.9920,750.9920,-1.3209,18.4759,0.04828572
15.0000,0.001403,1.0521,751.0521,-1.4008,18.4759,0.04866752
15.0000,0.001483,1.1122,751.1122,-1.4808,18.4759,0.04907174
15.0000,0.001563,1.1723,751.1723,-1.5607,18.4759,0.04949839
15.0000,0.001643,1.2325,751.2325,-1.6406,18.4759,0.04994744
15.0000,0.001723,1.2926,751.2926,-1.7205,18.4759,0.05041891
15.0000,0.001804,1.3527,751.3527,-1.8004,18.4759,0.05091277
15.0000,0.001884,1.4128,751.4128,-1.8802,18.4759,0.05142903
15.0000,0.001964,1.4729,751.4729,-1.9601,18.4759,0.05196768
15.0000,0.002044,1.5331,751.5331,-2.0399,18.4759,0.05252870
15.0000,0.002124,1.5932,751.5932,-2.1197,18.4759,0.05311209
15.0000,0.002204,1.6533,751.6533,-2.1996,18.4759,0.05371785
15.0000,0.002285,1.7134,751.7134,-2.2794,18.4759,0.05434596
15.0000,0.002365,1.7735,751.7735,-2.3592,18.4759,0.05499641
15.0000,0.002445,1.8337,751.8337,-2.4389,18.4759,0.05566920
15.0000,0.002525,1.8938,751.8938,-2.5187,18.4759,0.05636432
15.0000,0.002605,1.9539,751.9539,-2.5984,18.4759,0.05708175
15.0000,0.002685,2.0140,752.0140,-2.6782,18.4759,0.05782149
15.0000,0.002766,2.0741,752.0741,-2.7579,18.4759,0.05858352
15.0000,0.002846,2.1343,752.1343,-2.8376,18.4759,0.05936783
15.0000,0.002926,2.1944,752.1944,-2.9173,18.4759,0.06017442
15.0000,0.003006,2.2545,752.2545,-2.9970,18.4759,0.06100327
15.0000,0.003086,2.3146,752.3146,-3.0767,18.4759,0.06185437
15.0000,0.003166,2.3747,752.3747,-3.1563,18.4759,0.06272771
15.0000,0.003246,2.4349,752.4349,-3.2360,18.4759,0.06362327
15.0000,0.003327,2.4950,752.4950,-3.3156,18.4759,0.06454105
15.0000,0.003407,2.5551,752.5551,-3.3952,18.4759,0.06548102
15.0000,0.003487,2.6152,752.6152,-3.4749,18.4759,0.06644319
15.0000,0.003567,2.6754,752.6754,-3.5545,18.4759,0.06742752
15.0000,0.003647,2.7355,752.7355,-3.6340,18.4759,0.06843401
15.0000,0.003727,2.7956,752.7956,-3.7136,18.4759,0.06946264
15.0000,0.003808,2.8557,752.8557,-3.7932,18.4759,0.07051341
15.0000,0.003888,2.9158,752.9158,-3.8727,18.4759,0.07158628
15.0000,0.003968,2.9760,752.9760,-3.9523,18.4759,0.07268126
15.0000,0.004048,3.0361,753.0361,-4.0318,18.4759,0.07379832
15.0000,0.004128,3.0962,753.0962,-4.1113,18.4759,0.07493745
15.0000,0.004208,3.1563,753.1563,-4.1908,18.4759,0.07609862
15.0000,0.004289,3.2164,753.2164,-4.2703,18.4759,0.07728183
15.0000,0.004369,3.2766,753.2766,-4.3497,18.4759,0.07848706
15.0000,0.004449,3.3367,753.3367,-4.4292,18.4759,0.07971429
15.0000,0.004529,3.3968,753.3968,-4.5086,18.4759,0.08096351
15.0000,0.004609,3.4569,753.4569,-4.5881,18.4759,0.08223468
15.0000,0.004689,3.5170,753.5170,-4.6675,18.4759,0.08352781
15.0000,0.004770,3.5772,753.5772,-4.7469,18.4759,0.08484286
15.0000,0.004850,3.6373,753.6373,-4.8263,18.4759,0.08617982
15.0000,0.004930,3.6974,753.6974,-4.9057,18.4759,0.08753867
15.0000,0.005010,3.7575,753.7575,-4.9850,18.4759,0.08891940
15.0000,0.005090,3.8176,753.8176,-5.0644,18.4759,0.09032197
15.0000,0.005170,3.8778,753.8778,-5.1437,18.4759,0.09174638
15.0000,0.005251,3.9379,753.9379,-5.2231,18.4759,0.09319260
15.0000,0.005331,3.9980,753.9980,-5.3024,18.4759,0.09466061
15.0000,0.005411,4.0581,754.0581,-5.3817,18.4759,0.09615038
15.0000,0.005491,4.1182,754.1182,-5.4610,18.4759,0.09766191
15.0000,0.005571,4.1784,754.1784,-5.5403,18.4759,0.09919516
15.0000,0.005651,4.2385,754.2385,-5.6195,18.4759,0.10075012
15.0000,0.005731,4.2986,754.2986,-5.6988,18.4758,0.10232676
15.0000,0.005812,4.3587,754.3587,-5.7780,18.4758,0.10392506
15.0000,0.005892,4.4188,754.4188,-5.8573,18.4758,0.10554500
15.0000,0.005972,4.4790,754.4790,-5.9365,18.4758,0.10718655
15.0000,0.006052,4.5391,754.5391,-6.0157,18.4758,0.10884970
15.0000,0.006132,4.5992,754.5992,-6.0949,18.4758,0.11053441
15.0000,0.006212,4.6593,754.6593,-6.1741,18.4758,0.11224066
15.0000,0.006293,4.7194,754.7194,-6.2532,18.4758,0.11396843
15.0000,0.006373,4.7796,754.7796,-6.3324,18.4758,0.11571770
15.0000,0.006453,4.8397,754.8397,-6.4115,18.4758,0.11748843
15.0000,0.006533,4.8998,754.8998,-6.4907,18.4758,0.11928061
15.0000,0.006613,4.9599,754.9599,-6.5698,18.4758,0.12109421
15.0000,0.006693,5.0200,755.0200,-6.6489,18.4758,0.12292920
15.0000,0.006774,5.0802,755.0802,-6.7280,18.4758,0.12478556
15.0000,0.006854,5.1403,755.1403,-6.8071,18.4758,0.12666325
15.0000,0.006934,5.2004,755.2004,-6.8861,18.4758,0.12856226
15.0000,0.007014,5.2605,755.2605,-6.9652,18.4758,0.13048256
15.0000,0.007094,5.3206,755.3206,-7.0442,18.4758,0.13242411
15.0000,0.007174,5.3808,755.3808,-7.1232,18.4758,0.13438689
15.0000,0.007255,5.4409,755.4409,-7.2023,18.4758,0.13637088
15.0000,0.007335,5.5010,755.5010,-7.2813,18.4758,0.13837604
15.0000,0.007415,5.5611,755.5611,-7.3603,18.4758,0.14040235
15.0000,0.007495,5.6212,755.6212,-7.4392,18.4758,0.14244977
15.0000,0.007575,5.6814,755.6814,-7.5182,18.4758,0.14451829
15.0000,0.007655,5.7415,755.7415,-7.5972,18.4758,0.14660786
15.0000,0.007735,5.8016,755.8016,-7.6761,18.4758,0.14871846
15.0000,0.007816,5.8617,755.8617,-7.7550,18.4758,0.15085005
15.0000,0.007896,5.9218,755.9218,-7.8339,18.4758,0.15300262
15.0000,0.007976,5.9820,755.9820,-7.9128,18.4758,0.15517612
15.0000,0.008056,6.0421,756.0421,-7.9917,18.4758,0.15737053
15.0000,0.008136,6.1022,756.1022,-8.0706,18.4758,0.15958581
15.0000,0.008216,6.1623,756.1623,-8.1495,18.4758,0.16182194
15.0000,0.008297,6.2224,756.2224,-8.2283,18.4758,0.16407888
15.0000,0.008377,6.2826,756.2826,-8.3072,18.4758,0.16635660
15.0000,0.008457,6.3427,756.3427,-8.3860,18.4758,0.16865506
15.0000,0.008537,6.4028,756.4028,-8.4648,18.4758,0.17097424
15.0000,0.008617,6.4629,756.4629,-8.5436,18.4758,0.17331410
15.0000,0.008697,6.5230,756.5230,-8.6224,18.4758,0.17567460
15.0000,0.008778,6.5832,756.5832,-8.7012,18.4758,0.17805572
15.0000,0.008858,6.6433,756.6433,-8.7799,18.4758,0.18045742
15.0000,0.008938,6.7034,756.7034,-8.8587,18.4758,0.18287967
15.0000,0.009018,6.7635,756.7635,-8.9374,18.4758,0.18532242
15.0000,0.009098,6.8236,756.8236,-9.0162,18.4758,0.18778565
15.0000,0.009178,6.8838,756.8838,-9.0949,18.4758,0.19026933
15.0000,0.009259,6.9439,756.9439,-9.1736,18.4758,0.19277341
15.0000,0.009339,7.0040,757.0040,-9.2523,18.4758,0.19529785
15.0000,0.009419,7.0641,757.0641,-9.3310,18.4758,0.19784264
15.0000,0.009499,7.1242,757.1242,-9.4096,18.4758,0.20040772
15.0000,0.009579,7.1844,757.1844,-9.4883,18.4758,0.20299306
15.0000,0.009659,7.2445,757.2445,-9.5669,18.4758,0.20559862
15.0000,0.009739,7.3046,757.3046,-9.6455,18.4758,0.20822437
15.0000,0.009820,7.3647,757.3647,-9.7242,18.4758,0.21087027
15.0000,0.009900,7.4248,757.4248,-9.8028,18.4758,0.21353628
15.0000,0.009980,7.4850,757.4850,-9.8813,18.4758,0.21622237
15.0000,0.010060,7.5451,757.5451,-9.9599,18.4758,0.21892849
15.0000,0.010140,7.6052,757.6052,-10.0385,18.4758,0.22165461
15.0000,0.010220,7.6653,757.6653,-10.1170,18.4758,0.22440068
15.0000,0.010301,7.7255,757.7255,-10.1956,18.4758,0.22716668
15.0000,0.010381,7.7856,757.7856,-10.2741,18.4758,0.22995255
15.0000,0.010461,7.8457,757.8457,-10.3526,18.4758,0.23275826
15.0000,0.010541,7.9058,757.9058,-10.4311,18.4758,0.23558377
15.0000,0.010621,7.9659,757.9659,-10.5096,18.4758,0.23842904
15.0000,0.010701,8.0261,758.0261,-10.5881,18.4758,0.24129403
15.0000,0.010782,8.0862,758.0862,-10.6666,18.4758,0.24417870
15.0000,0.010862,8.1463,758.1463,-10.7450,18.4758,0.24708300
15.0000,0.010942,8.2064,758.2064,-10.8235,18.4758,0.25000690
15.0000,0.011022,8.2665,758.2665,-10.9019,18.4758,0.25295035
15.0000,0.011102,8.3267,758.3267,-10.9803,18.4758,0.25591331
15.0000,0.011182,8.3868,758.3868,-11.0587,18.4758,0.25889574
15.0000,0.011263,8.4469,758.4469,-11.1371,18.4758,0.26189760
15.0000,0.011343,8.5070,758.5070,-11.2155,18.4758,0.26491884
15.0000,0.011423,8.5671,758.5671,-11.2938,18.4758,0.26795942
15.0000,0.011503,8.6273,758.6273,-11.3722,18.4758,0.27101930
15.0000,0.011583,8.6874,758.6874,-11.4505,18.4758,0.27409843
15.0000,0.011663,8.7475,758.7475,-11.5289,18.4758,0.27719677
15.0000,0.011743,8.8076,758.8076,-11.6072,18.4758,0.28031427
15.0000,0.011824,8.8677,758.8677,-11.6855,18.4758,0.28345090
15.0000,0.011904,8.9279,758.9279,-11.7638,18.4758,0.28660660
15.0000,0.011984,8.9880,758.9880,-11.8421,18.4758,0.28978134
15.0000,0.012064,9.0481,759.0481,-11.9203,18.4758,0.29297506
15.0000,0.012144,9.1082,759.1082,-11.9986,18.4758,0.29618772
15.0000,0.012224,9.1683,759.1683,-12.0768,18.4758,0.29941927
15.0000,0.012305,9.2285,759.2285,-12.1550,18.4757,0.30266967
15.0000,0.012385,9.2886,759.2886,-12.2333,18.4757,0.30593888
15.0000,0.012465,9.3487,759.3487,-12.3115,18.4757,0.30922684
15.0000,0.012545,9.4088,759.4088,-12.3897,18.4757,0.31253350
15.0000,0.012625,9.4689,759.4689,-12.4678,18.4757,0.31585883
15.0000,0.012705,9.5291,759.5291,-12.5460,18.4757,0.31920277
15.0000,0.012786,9.5892,759.5892,-12.6242,18.4757,0.32256528
15.0000,0.012866,9.6493,759.6493,-12.7023,18.4757,0.32594631
15.0000,0.012946,9.7094,759.7094,-12.7804,18.4757,0.32934580
15.0000,0.013026,9.7695,759.7695,-12.8586,18.4757,0.33276372
15.0000,0.013106,9.8297,759.8297,-12.9367,18.4757,0.33620001
15.0000,0.013186,9.8898,759.8898,-13.0148,18.4757,0.33965462
15.0000,0.013267,9.9499,759.9499,-13.0928,18.4757,0.34312751
15.0000,0.013347,10.0100,760.0100,-13.1709,18.4757,0.34661862
15.0000,0.013427,10.0701,760.0701,-13.2490,18.4757,0.35012790
15.0000,0.013507,10.1303,760.1303,-13.3270,18.4757,0.35365531
15.0000,0.013587,10.1904,760.1904,-13.4050,18.4757,0.35720080
15.0000,0.013667,10.2505,760.2505,-13.4831,18.4757,0.36076431
15.0000,0.013747,10.3106,760.3106,-13.5611,18.4757,0.36434579
15.0000,0.013828,10.3707,760.3707,-13.6391,18.4757,0.36794519
15.0000,0.013908,10.4309,760.4309,-13.7170,18.4757,0.37156247
15.0000,0.013988,10.4910,760.4910,-13.7950,18.4757,0.37519756
15.0000,0.014068,10.5511,760.5511,-13.8730,18.4757,0.37885042
15.0000,0.014148,10.6112,760.6112,-13.9509,18.4757,0.38252099
15.0000,0.014228,10.6713,760.6713,-14.0288,18.4757,0.38620923
15.0000,0.014309,10.7315,760.7315,-14.1068,18.4757,0.38991508
15.0000,0.014389,10.7916,760.7916,-14.1847,18.4757,0.39363848
15.0000,0.014469,10.8517,760.8517,-14.2626,18.4757,0.39737939
15.0000,0.014549,10.9118,760.9118,-14.3405,18.4757,0.40113774
15.0000,0.014629,10.9719,760.9719,-14.4183,18.4757,0.40491350
15.0000,0.014709,11.0321,761.0321,-14.4962,18.4757,0.40870660
15.0000,0.014790,11.0922,761.0922,-14.5740,18.4757,0.41251698
15.0000,0.014870,11.1523,761.1523,-14.6519,18.4757,0.41634460
15.0000,0.014950,11.2124,761.2124,-14.7297,18.4757,0.42018941
15.0000,0.015030,11.2725,761.2725,-14.8075,18.4757,0.42405133
15.0000,0.015110,11.3327,761.3327,-14.8853,18.4757,0.42793033
15.0000,0.015190,11.3928,761.3928,-14.9631,18.4757,0.43182634
15.0000,0.015271,11.4529,761.4529,-15.0409,18.4757,0.43573931
15.0000,0.015351,11.5130,761.5130,-15.1186,18.4757,0.43966918
15.0000,0.015431,11.5731,761.5731,-15.1964,18.4757,0.44361590
15.0000,0.015511,11.6333,761.6333,-15.2741,18.4757,0.44757941
15.0000,0.015591,11.6934,761.6934,-15.3518,18.4757,0.45155965
15.0000,0.015671,11.7535,761.7535,-15.4295,18.4757,0.45555658
15.0000,0.015752,11.8136,761.8136,-15.5072,18.4757,0.45957012
15.0000,0.015832,11.8737,761.8737,-15.5849,18.4757,0.46360022
15.0000,0.015912,11.9339,761.9339,-15.6626,18.4757,0.46764684
15.0000,0.015992,11.9940,761.9940,-15.7403,18.4757,0.47170989
15.0000,0.016072,12.0541,762.0541,-15.8179,18.4757,0.47578934
15.0000,0.016152,12.1142,762.1142,-15.8956,18.4757,0.47988512
15.0000,0.016232,12.1743,762.1743,-15.9732,18.4757,0.48399718
15.0000,0.016313,12.2345,762.2345,-16.0508,18.4757,0.48812545
15.0000,0.016393,12.2946,762.2946,-16.1284,18.4757,0.49226987
15.0000,0.016473,12.3547,762.3547,-16.2060,18.4757,0.49643039
15.0000,0.016553,12.4148,762.4148,-16.2836,18.4757,0.50060695
15.0000,0.016633,12.4749,762.4749,-16.3611,18.4757,0.50479948
15.0000,0.016713,12.5351,762.5351,-16.4387,18.4757,0.50900794
15.0000,0.016794,12.5952,762.5952,-16.5162,18.4757,0.51323225
15.0000,0.016874,12.6553,762.6553,-16.5937,18.4757,0.51747236
15.0000,0.016954,12.7154,762.7154,-16.6713,18.4757,0.52172820
15.0000,0.017034,12.7756,762.7756,-16.7488,18.4757,0.52599972
15.0000,0.017114,12.8357,762.8357,-16.8263,18.4757,0.53028686
15.0000,0.017194,12.8958,762.8958,-16.9037,18.4757,0.53458955
15.0000,0.017275,12.9559,762.9559,-16.9812,18.4757,0.53890773
15.0000,0.017355,13.0160,763.0160,-17.0587,18.4757,0.54324135
15.0000,0.017435,13.0762,763.0762,-17.1361,18.4757,0.54759033
15.0000,0.017515,13.1363,763.1363,-17.2135,18.4757,0.55195462
15.0000,0.017595,13.1964,763.1964,-17.2910,18.4757,0.55633416
15.0000,0.017675,13.2565,763.2565,-17.3684,18.4757,0.56072888
15.0000,0.017756,13.3166,763.3166,-17.4458,18.4757,0.56513872
15.0000,0.017836,13.3768,763.3768,-17.5231,18.4757,0.56956361
15.0000,0.017916,13.4369,763.4369,-17.6005,18.4757,0.57400350
15.0000,0.017996,13.4970,763.4970,-17.6779,18.4757,0.57845832
15.0000,0.018076,13.5571,763.5571,-17.7552,18.4757,0.58292801
15.0000,0.018156,13.6172,763.6172,-17.8325,18.4757,0.58741250
15.0000,0.018236,13.6774,763.6774,-17.9099,18.4757,0.59191172
15.0000,0.018317,13.7375,763.7375,-17.9872,18.4757,0.59642563
15.0000,0.018397,13.7976,763.7976,-18.0645,18.4757,0.60095414
15.0000,0.018477,13.8577,763.8577,-18.1417,18.4757,0.60549720
15.0000,0.018557,13.9178,763.9178,-18.2190,18.4757,0.61005474
15.0000,0.018637,13.9780,763.9780,-18.2963,18.4757,0.61462669
15.0000,0.018717,14.0381,764.0381,-18.3735,18.4757,0.61921300
15.0000,0.018798,14.0982,764.0982,-18.4508,18.4756,0.62381359
15.0000,0.018878,14.1583,764.1583,-18.5280,18.4756,0.62842840
